Time (s),Biomass (g/mL),Lactic Acid (g/mL),Lactose (g/mL),Volume (mL),Temperature (K)
1296.0    ,0.4055      ,0.1992         ,121.9336       ,860.3066  ,304.89    
1297.0    ,0.4058      ,0.1994         ,122.0122       ,860.5844  ,304.89    
1298.0    ,0.4060      ,0.1995         ,122.0908       ,860.8622  ,304.89    
1299.0    ,0.4063      ,0.1997         ,122.1695       ,861.1400  ,304.89    
1300.0    ,0.4065      ,0.1998         ,122.2482       ,861.4178  ,304.89    
1301.0    ,0.4068      ,0.2000         ,122.3269       ,861.6956  ,304.89    
1302.0    ,0.4071      ,0.2001         ,122.4057       ,861.9734  ,304.89    
1303.0    ,0.4073      ,0.2003         ,122.4844       ,862.2512  ,304.89    
1304.0    ,0.4076      ,0.2004         ,122.5632       ,862.5290  ,304.90    
1305.0    ,0.4079      ,0.2006         ,122.6421       ,862.8068  ,304.90    
1306.0    ,0.4081      ,0.2007         ,122.7209       ,863.0846  ,304.90    
1307.0    ,0.4084      ,0.2009         ,122.7998       ,863.3624  ,304.90    
1308.0    ,0.4086      ,0.2010         ,122.8787       ,863.6402  ,304.90    
1309.0    ,0.4089      ,0.2012         ,122.9576       ,863.9180  ,304.90    
1310.0    ,0.4092      ,0.2013         ,123.0365       ,864.1958  ,304.90    
1311.0    ,0.4094      ,0.2015         ,123.1155       ,864.4736  ,304.90    
1312.0    ,0.4097      ,0.2016         ,123.1945       ,864.7514  ,304.90    
1313.0    ,0.4100      ,0.2018         ,123.2735       ,865.0292  ,304.90    
1314.0    ,0.4102      ,0.2019         ,123.3526       ,865.3070  ,304.91    
1315.0    ,0.4105      ,0.2021         ,123.4317       ,865.5848  ,304.91    
1316.0    ,0.4108      ,0.2022         ,123.5108       ,865.8626  ,304.91    
1317.0    ,0.4110      ,0.2024         ,123.5899       ,866.1404  ,304.91    
1318.0    ,0.4113      ,0.2025         ,123.6690       ,866.4182  ,304.91    
1319.0    ,0.4115      ,0.2027         ,123.7482       ,866.6960  ,304.91    
1320.0    ,0.4118      ,0.2029         ,123.8274       ,866.9738  ,304.91    
1321.0    ,0.4121      ,0.2030         ,123.9066       ,867.2516  ,304.91    
1322.0    ,0.4123      ,0.2032         ,123.9859       ,867.5294  ,304.91    
1323.0    ,0.4126      ,0.2033         ,124.0652       ,867.8072  ,304.91    
1324.0    ,0.4129      ,0.2035         ,124.1445       ,868.0850  ,304.92    
1325.0    ,0.4131      ,0.2036         ,124.2238       ,868.3628  ,304.92    
1326.0    ,0.4134      ,0.2038         ,124.3031       ,868.6406  ,304.92    
1327.0    ,0.4137      ,0.2039         ,124.3825       ,868.9184  ,304.92    
1328.0    ,0.4139      ,0.2041         ,124.4619       ,869.1962  ,304.92    
1329.0    ,0.4142      ,0.2042         ,124.5414       ,869.4740  ,304.92    
1330.0    ,0.4144      ,0.2044         ,124.6208       ,869.7518  ,304.92    
1331.0    ,0.4147      ,0.2045         ,124.7003       ,870.0296  ,304.92    
1332.0    ,0.4150      ,0.2047         ,124.7798       ,870.3074  ,304.92    
1333.0    ,0.4152      ,0.2048         ,124.8593       ,870.5852  ,304.92    
1334.0    ,0.4155      ,0.2050         ,124.9389       ,870.8630  ,304.92    
1335.0    ,0.4158      ,0.2051         ,125.0184       ,871.1408  ,304.93    
1336.0    ,0.4160      ,0.2053         ,125.0981       ,871.4186  ,304.93    
1337.0    ,0.4163      ,0.2054         ,125.1777       ,871.6964  ,304.93    
1338.0    ,0.4166      ,0.2056         ,125.2573       ,871.9742  ,304.93    
1339.0    ,0.4168      ,0.2057         ,125.3370       ,872.2520  ,304.93    
1340.0    ,0.4171      ,0.2059         ,125.4167       ,872.5298  ,304.93    
1341.0    ,0.4174      ,0.2060         ,125.4965       ,872.8076  ,304.93    
1342.0    ,0.4176      ,0.2062         ,125.5762       ,873.0854  ,304.93    
1343.0    ,0.4179      ,0.2063         ,125.6560       ,873.3632  ,304.93    
1344.0    ,0.4182      ,0.2065         ,125.7358       ,873.6410  ,304.93    
1345.0    ,0.4184      ,0.2066         ,125.8156       ,873.9188  ,304.93    
1346.0    ,0.4187      ,0.2068         ,125.8955       ,874.1966  ,304.94    
1347.0    ,0.4190      ,0.2069         ,125.9754       ,874.4744  ,304.94    
1348.0    ,0.4192      ,0.2071         ,126.0553       ,874.7522  ,304.94    
1349.0    ,0.4195      ,0.2072         ,126.1352       ,875.0300  ,304.94    
1350.0    ,0.4198      ,0.2074         ,126.2152       ,875.3078  ,304.94    
1351.0    ,0.4200      ,0.2075         ,126.2951       ,875.5856  ,304.94    
1352.0    ,0.4203      ,0.2077         ,126.3752       ,875.8634  ,304.94    
1353.0    ,0.4206      ,0.2078         ,126.4552       ,876.1412  ,304.94    
1354.0    ,0.4208      ,0.2080         ,126.5352       ,876.4190  ,304.94    
1355.0    ,0.4211      ,0.2082         ,126.6153       ,876.6968  ,304.94    
1356.0    ,0.4214      ,0.2083         ,126.6954       ,876.9746  ,304.94    
1357.0    ,0.4216      ,0.2085         ,126.7756       ,877.2524  ,304.94    
1358.0    ,0.4219      ,0.2086         ,126.8557       ,877.5302  ,304.94    
1359.0    ,0.4222      ,0.2088         ,126.9359       ,877.8080  ,304.95    
1360.0    ,0.4224      ,0.2089         ,127.0161       ,878.0858  ,304.95    
1361.0    ,0.4227      ,0.2091         ,127.0964       ,878.3636  ,304.95    
1362.0    ,0.4230      ,0.2092         ,127.1766       ,878.6414  ,304.95    
1363.0    ,0.4232      ,0.2094         ,127.2569       ,878.9192  ,304.95    
1364.0    ,0.4235      ,0.2095         ,127.3372       ,879.1970  ,304.95    
1365.0    ,0.4238      ,0.2097         ,127.4176       ,879.4748  ,304.95    
1366.0    ,0.4240      ,0.2098         ,127.4979       ,879.7526  ,304.95    
1367.0    ,0.4243      ,0.2100         ,127.5783       ,880.0304  ,304.95    
1368.0    ,0.4246      ,0.2101         ,127.6587       ,880.3082  ,304.95    
1369.0    ,0.4248      ,0.2103         ,127.7391       ,880.5860  ,304.95    
1370.0    ,0.4251      ,0.2104         ,127.8196       ,880.8638  ,304.95    
1371.0    ,0.4254      ,0.2106         ,127.9001       ,881.1416  ,304.95    
1372.0    ,0.4256      ,0.2107         ,127.9806       ,881.4194  ,304.96    
1373.0    ,0.4259      ,0.2109         ,128.0612       ,881.6972  ,304.96    
1374.0    ,0.4262      ,0.2110         ,128.1417       ,881.9750  ,304.96    
1375.0    ,0.4264      ,0.2112         ,128.2223       ,882.2528  ,304.96    
1376.0    ,0.4267      ,0.2114         ,128.3029       ,882.5306  ,304.96    
1377.0    ,0.4270      ,0.2115         ,128.3836       ,882.8084  ,304.96    
1378.0    ,0.4273      ,0.2117         ,128.4642       ,883.0862  ,304.96    
1379.0    ,0.4275      ,0.2118         ,128.5449       ,883.3640  ,304.96    
1380.0    ,0.4278      ,0.2120         ,128.6256       ,883.6418  ,304.96    
1381.0    ,0.4281      ,0.2121         ,128.7064       ,883.9196  ,304.96    
1382.0    ,0.4283      ,0.2123         ,128.7871       ,884.1974  ,304.96    
1383.0    ,0.4286      ,0.2124         ,128.8679       ,884.4752  ,304.96    
1384.0    ,0.4289      ,0.2126         ,128.9487       ,884.7530  ,304.96    
1385.0    ,0.4291      ,0.2127         ,129.0296       ,885.0308  ,304.96    
1386.0    ,0.4294      ,0.2129         ,129.1104       ,885.3086  ,304.96    
1387.0    ,0.4297      ,0.2130         ,129.1913       ,885.5864  ,304.97    
1388.0    ,0.4299      ,0.2132         ,129.2723       ,885.8642  ,304.97    
1389.0    ,0.4302      ,0.2133         ,129.3532       ,886.1420  ,304.97    
1390.0    ,0.4305      ,0.2135         ,129.4342       ,886.4198  ,304.97    
1391.0    ,0.4308      ,0.2136         ,129.5152       ,886.6976  ,304.97    
1392.0    ,0.4310      ,0.2138         ,129.5962       ,886.9754  ,304.97    
1393.0    ,0.4313      ,0.2140         ,129.6772       ,887.2532  ,304.97    
1394.0    ,0.4316      ,0.2141         ,129.7583       ,887.5310  ,304.97    
1395.0    ,0.4318      ,0.2143         ,129.8394       ,887.8088  ,304.97    
1396.0    ,0.4321      ,0.2144         ,129.9205       ,888.0866  ,304.97    
1397.0    ,0.4324      ,0.2146         ,130.0016       ,888.3644  ,304.97    
1398.0    ,0.4326      ,0.2147         ,130.0828       ,888.6422  ,304.97    
1399.0    ,0.4329      ,0.2149         ,130.1640       ,888.9200  ,304.97    
1400.0    ,0.4332      ,0.2150         ,130.2452       ,889.1978  ,304.97    
1401.0    ,0.4335      ,0.2152         ,130.3265       ,889.4756  ,304.97    
1402.0    ,0.4337      ,0.2153         ,130.4077       ,889.7534  ,304.97    
1403.0    ,0.4340      ,0.2155         ,130.4890       ,890.0312  ,304.97    
1404.0    ,0.4343      ,0.2156         ,130.5704       ,890.3090  ,304.97    
1405.0    ,0.4345      ,0.2158         ,130.6517       ,890.5868  ,304.98    
1406.0    ,0.4348      ,0.2160         ,130.7331       ,890.8646  ,304.98    
1407.0    ,0.4351      ,0.2161         ,130.8145       ,891.1424  ,304.98    
1408.0    ,0.4354      ,0.2163         ,130.8959       ,891.4202  ,304.98    
1409.0    ,0.4356      ,0.2164         ,130.9773       ,891.6980  ,304.98    
1410.0    ,0.4359      ,0.2166         ,131.0588       ,891.9758  ,304.98    
1411.0    ,0.4362      ,0.2167         ,131.1403       ,892.2536  ,304.98    
1412.0    ,0.4364      ,0.2169         ,131.2218       ,892.5314  ,304.98    
1413.0    ,0.4367      ,0.2170         ,131.3034       ,892.8092  ,304.98    
1414.0    ,0.4370      ,0.2172         ,131.3849       ,893.0870  ,304.98    
1415.0    ,0.4373      ,0.2173         ,131.4665       ,893.3648  ,304.98    
1416.0    ,0.4375      ,0.2175         ,131.5482       ,893.6426  ,304.98    
1417.0    ,0.4378      ,0.2176         ,131.6298       ,893.9204  ,304.98    
1418.0    ,0.4381      ,0.2178         ,131.7115       ,894.1982  ,304.98    
1419.0    ,0.4383      ,0.2180         ,131.7932       ,894.4760  ,304.98    
1420.0    ,0.4386      ,0.2181         ,131.8749       ,894.7538  ,304.98    
1421.0    ,0.4389      ,0.2183         ,131.9567       ,895.0316  ,304.98    
1422.0    ,0.4392      ,0.2184         ,132.0384       ,895.3094  ,304.98    
1423.0    ,0.4394      ,0.2186         ,132.1202       ,895.5872  ,304.98    
1424.0    ,0.4397      ,0.2187         ,132.2021       ,895.8650  ,304.98    
1425.0    ,0.4400      ,0.2189         ,132.2839       ,896.1428  ,304.98    
1426.0    ,0.4403      ,0.2190         ,132.3658       ,896.4206  ,304.98    
1427.0    ,0.4405      ,0.2192         ,132.4477       ,896.6984  ,304.99    
1428.0    ,0.4408      ,0.2193         ,132.5296       ,896.9762  ,304.99    
